mechanism,efficiency_ratio,revenue_ratio,runtime,welfare,revenue,winner_id,topology_name,seed,instance_id,num_bidders
VCG,1.0,0.6055555856516114,1.1682510375976562e-05,99.73646500496064,60.39597347690038,78,STARLINK-200,3,19,200
HoldBack,0.9203322956078571,0.5684872328551247,1.4066696166992188e-05,91.79068979382812,56.69890700542205,78,STARLINK-200,3,19,200
LIA,0.9287410125181,0.7631366663875265,0.00010013580322265625,90.43880238572989,74.31260731945024,183,STARLINK-200,3,20,200
VCG,1.0,0.7702817057113949,1.2874603271484375e-05,97.3778493323157,75.00837588220335,23,STARLINK-200,3,20,200
HoldBack,0.8422828325482524,0.6292829878127854,1.3113021850585938e-05,82.01969076307982,61.278223974622875,23,STARLINK-200,3,20,200
LIA,0.9142750444624835,0.6590238160471122,0.0001010894775390625,91.28107513475074,65.79683305646113,104,STARLINK-200,3,21,200
VCG,1.0,0.6582354792970325,1.2874603271484375e-05,99.8398410714757,65.71812564062236,164,STARLINK-200,3,21,200
HoldBack,0.8326591186220325,0.552257443055048,1.4066696166992188e-05,83.13255406993875,55.137295345155536,164,STARLINK-200,3,21,200
LIA,0.9258311912189802,0.6771631945973973,0.00011205673217773438,91.8911078088013,67.21017471551575,126,STARLINK-200,3,22,200
VCG,1.0,0.7068172910493618,1.5020370483398438e-05,99.2525513077761,70.15341944510008,126,STARLINK-200,3,22,200
HoldBack,0.824098992221581,0.697210787220693,1.4781951904296875e-05,81.79392750815904,69.19994943095679,126,STARLINK-200,3,22,200
LIA,0.9690895705240162,0.6578674191609346,9.965896606445312e-05,96.73544869232,65.66895559321722,144,STARLINK-200,3,23,200
VCG,1.0,0.6676854121490021,1.4066696166992188e-05,99.82095735486267,66.64899705258945,144,STARLINK-200,3,23,200
HoldBack,0.8278491517480842,0.5678626582854709,1.3828277587890625e-05,82.63669487290474,56.68459419613294,144,STARLINK-200,3,23,200
LIA,0.8649843738439824,0.8382326193811902,9.894371032714844e-05,84.9071512041532,82.28119016967285,135,STARLINK-200,3,24,200
VCG,1.0,0.6356955136754312,1.2636184692382812e-05,98.16032956390485,62.40008112467611,135,STARLINK-200,3,24,200
HoldBack,0.866807216386193,0.5946961975132556,1.2874603271484375e-05,85.08608202883968,58.37557473830223,135,STARLINK-200,3,24,200
LIA,0.9129166789566654,0.8382352233305058,9.894371032714844e-05,90.7398984604113,83.31689058181922,193,STARLINK-200,3,25,200
VCG,1.0,0.6872355845927496,1.3113021850585938e-05,99.39559715801683,68.30819131883513,193,STARLINK-200,3,25,200
HoldBack,0.8553815149579875,0.7172975744787324,1.3113021850585938e-05,85.02115647717828,71.29622075531066,193,STARLINK-200,3,25,200
LIA,0.9240448262436491,0.7872673169652437,9.894371032714844e-05,91.98347330877974,78.36804035938925,145,STARLINK-200,3,26,200
VCG,1.0,0.6600201948925477,1.2159347534179688e-05,99.54438431596806,65.70130393668391,145,STARLINK-200,3,26,200
HoldBack,0.8114065827625458,0.569129157472313,1.3113021850585938e-05,80.77096871102121,56.65361157684703,145,STARLINK-200,3,26,200
LIA,0.9394462293106761,0.8089359929905184,9.870529174804688e-05,93.68418363884032,80.66934088925842,33,STARLINK-200,3,27,200
VCG,1.0,0.5910547658700963,1.3828277587890625e-05,99.72277360417063,58.94162060452969,33,STARLINK-200,3,27,200
HoldBack,0.8242587814645185,0.6960863321681919,1.71661376953125e-05,82.19737185523573,69.41565971176611,33,STARLINK-200,3,27,200
LIA,0.9508132176785149,0.7008790812926236,9.799003601074219e-05,94.95072952130863,69.99164382405594,55,STARLINK-200,3,28,200
VCG,1.0,0.7267702930071945,1.3113021850585938e-05,99.86265204972464,72.57720889065389,55,STARLINK-200,3,28,200
HoldBack,0.9223937705099546,0.6897755073370587,1.3113021850585938e-05,92.11268815726916,68.88281148162298,55,STARLINK-200,3,28,200
LIA,0.9001827596503157,0.7789746434962606,0.00010895729064941406,89.58544320561177,77.52291180365916,107,STARLINK-200,3,29,200
VCG,1.0,0.7704135912755824,1.4066696166992188e-05,99.51917235163675,76.67092297219811,107,STARLINK-200,3,29,200
HoldBack,0.9325724508912173,0.5485487847651338,1.3828277587890625e-05,92.80883847063136,54.591121054322244,107,STARLINK-200,3,29,200
LIA,0.9597565955000931,0.6777077993076422,0.00010085105895996094,94.48111792451205,66.71544723418437,55,STARLINK-200,3,30,200
VCG,1.0,0.5887516682638604,1.4066696166992188e-05,98.44279098210468,57.958357419264644,55,STARLINK-200,3,30,200
HoldBack,0.8222306957938432,0.5984861313873778,1.3828277587890625e-05,80.94268452510381,58.91664513785608,55,STARLINK-200,3,30,200
LIA,0.9343862718333114,0.793908320531637,0.00010204315185546875,93.07819369098782,79.08458702667353,59,STARLINK-200,3,31,200
VCG,1.0,0.6942781474185835,1.3113021850585938e-05,99.61425643418741,69.16000141360735,198,STARLINK-200,3,31,200
HoldBack,0.9315870190297256,0.5792323922631526,1.4066696166992188e-05,92.79934820438731,57.699804057889516,198,STARLINK-200,3,31,200
LIA,0.9606276895936803,0.773253049258362,0.00010204315185546875,95.21756879594261,76.64496475796243,80,STARLINK-200,3,32,200
VCG,1.0,0.5609089679433016,1.3828277587890625e-05,99.12015844163007,55.59738577387125,144,STARLINK-200,3,32,200
HoldBack,0.8779805801875932,0.7386917086692715,1.4066696166992188e-05,87.02557421686853,73.21923920281662,144,STARLINK-200,3,32,200
LIA,0.8625462159166316,0.733748443931959,0.00010085105895996094,86.10569518388787,73.24815608600836,64,STARLINK-200,3,33,200
VCG,1.0,0.7386878633668833,1.3113021850585938e-05,99.82734095283575,73.74124519404761,64,STARLINK-200,3,33,200
HoldBack,0.9414769951721476,0.6223324355298596,1.3828277587890625e-05,93.98514499630127,62.12579222764797,64,STARLINK-200,3,33,200
LIA,0.9262561643691734,0.743988084407693,0.0001010894775390625,92.25857806948983,74.10399564233305,76,STARLINK-200,3,34,200
VCG,1.0,0.6275314000458345,1.3113021850585938e-05,99.60373989232507,62.50447434443189,76,STARLINK-200,3,34,200
HoldBack,0.9450018657439552,0.6996984331199105,1.3589859008789062e-05,94.1257200333228,69.69258073554298,76,STARLINK-200,3,34,200
LIA,0.8595203504900636,0.7097625400760785,0.00010228157043457031,85.92530754964321,70.95418335177399,51,STARLINK-200,3,35,200
VCG,1.0,0.732663470933715,1.4066696166992188e-05,99.9689041692289,73.24356431406719,51,STARLINK-200,3,35,200
HoldBack,0.9358523624746042,0.5299619128065397,1.4066696166992188e-05,93.55613514077018,52.979711674698216,51,STARLINK-200,3,35,200
LIA,0.9253409025561505,0.66631240223231,0.00010180473327636719,92.44403141786874,66.56639134390963,32,STARLINK-200,3,36,200
VCG,1.0,0.7331369337180194,1.2874603271484375e-05,99.90267496281908,73.24234079246912,56,STARLINK-200,3,36,200
HoldBack,0.8890548974665687,0.5321992448789538,1.3828277587890625e-05,88.81896244570505,53.16812817659987,56,STARLINK-200,3,36,200
LIA,0.9479696476363393,0.6877570898141221,0.00010204315185546875,93.41934358414139,67.77623738900785,129,STARLINK-200,3,37,200
VCG,1.0,0.5600476224512696,1.3113021850585938e-05,98.54676657324684,55.19088231960714,129,STARLINK-200,3,37,200
HoldBack,0.8447236539275763,0.5411965402450412,1.52587890625e-05,83.24478474250101,53.33316912177686,129,STARLINK-200,3,37,200
LIA,0.8975093365208575,0.8141250232634794,0.00010228157043457031,89.51185498562344,81.19563558527321,149,STARLINK-200,3,38,200
VCG,1.0,0.6912304357010313,1.3113021850585938e-05,99.73361985582336,68.9389135069818,149,STARLINK-200,3,38,200
HoldBack,0.8343637437577898,0.5973047610578391,1.4066696166992188e-05,83.21411644142101,59.57136597741594,149,STARLINK-200,3,38,200
LIA,0.9312045886042724,0.7123636687776581,0.00010228157043457031,93.02079375242083,71.16012390940267,6,STARLINK-200,3,39,200
VCG,1.0,0.657106658191416,1.4066696166992188e-05,99.89297184611624,65.64033690661064,6,STARLINK-200,3,39,200
HoldBack,0.8335287963362413,0.5833572716451649,1.4066696166992188e-05,83.26366858534331,58.273291512677645,6,STARLINK-200,3,39,200
LIA,0.8799444115053381,0.7547143416767438,0.00010180473327636719,87.9545677338966,75.4372353717115,127,STARLINK-200,3,40,200
VCG,1.0,0.6344379328197637,1.3113021850585938e-05,99.95468643687504,63.41504463865867,127,STARLINK-200,3,40,200
HoldBack,0.8988946502907934,0.5761071790249752,1.5974044799804688e-05,89.8487329096007,57.58461243347403,127,STARLINK-200,3,40,200
LIA,0.9278337552557829,0.6681862238784589,0.00011110305786132812,91.68757925162268,66.02947673509624,199,STARLINK-200,3,41,200
VCG,1.0,0.5984290893926404,1.2874603271484375e-05,98.81897347693119,59.13614831251542,199,STARLINK-200,3,41,200
HoldBack,0.8312043260677455,0.5161300612354419,1.4066696166992188e-05,82.13875825159901,51.00344283187201,199,STARLINK-200,3,41,200
LIA,0.9784799293016615,0.699740430116611,0.00011491775512695312,97.84446735743424,69.9715217685513,34,STARLINK-200,3,42,200
VCG,1.0,0.6490773495686326,1.5974044799804688e-05,99.99639688804406,64.9053962585047,34,STARLINK-200,3,42,200
HoldBack,0.8384150788692154,0.5894438641711565,1.5974044799804688e-05,83.83848698352682,58.9422625848813,34,STARLINK-200,3,42,200
LIA,0.9220877294925235,0.8213322231756063,0.00010395050048828125,92.09941963622535,82.03581792009672,137,STARLINK-200,3,43,200
VCG,1.0,0.6677540399071951,1.4066696166992188e-05,99.88140682331043,66.69621291787962,137,STARLINK-200,3,43,200
HoldBack,0.8242512534234541,0.5249681230615297,1.3828277587890625e-05,82.32737476781156,52.43455466877835,137,STARLINK-200,3,43,200
LIA,0.9709889794747698,0.6639150804436064,0.0001049041748046875,96.93380940348243,66.27862852020192,27,STARLINK-200,3,44,200
VCG,1.0,0.68268845242534,1.3113021850585938e-05,99.82997897248653,68.15277385038107,27,STARLINK-200,3,44,200
HoldBack,0.8821380403473525,0.6055041019679199,1.4066696166992188e-05,88.06382201870667,60.447461767211784,27,STARLINK-200,3,44,200
LIA,0.9622770562518148,0.6703159549305588,0.00010204315185546875,95.94871439211958,66.83725200996841,3,STARLINK-200,3,45,200
VCG,1.0,0.6895390634601946,1.3113021850585938e-05,99.71007182261145,68.75398954211224,92,STARLINK-200,3,45,200
HoldBack,0.9165383371170828,0.7329220429979011,1.4066696166992188e-05,91.38810342212119,73.07970954769584,92,STARLINK-200,3,45,200
LIA,0.9794910555134148,0.7185916451197303,0.0001010894775390625,97.94368086444653,71.85518475671324,38,STARLINK-200,3,46,200
VCG,1.0,0.6521043214594,1.2636184692382812e-05,99.99446172901283,65.20682061549586,38,STARLINK-200,3,46,200
HoldBack,0.8567306152849985,0.7227940837174409,1.4066696166992188e-05,85.66831672218939,72.27540534224053,38,STARLINK-200,3,46,200
LIA,0.90129813066962,0.6727372500570589,0.00010085105895996094,89.89212678173371,67.0963137668942,146,STARLINK-200,3,47,200
VCG,1.0,0.5557382867173062,1.4066696166992188e-05,99.7362845021639,55.427271872782384,146,STARLINK-200,3,47,200
HoldBack,0.8614688870495647,0.6986142568043588,1.4066696166992188e-05,85.91970600853789,69.67719027390733,146,STARLINK-200,3,47,200
LIA,0.8515216087387675,0.7333160174298727,0.00010180473327636719,84.35924725281592,72.64875793398113,54,STARLINK-200,3,48,200
VCG,1.0,0.7350558746129228,1.4066696166992188e-05,99.06882736395234,72.82112354488665,59,STARLINK-200,3,48,200
HoldBack,0.815664429253312,0.7337420531810644,1.3828277587890625e-05,80.80691852861308,72.69096479626681,59,STARLINK-200,3,48,200
LIA,0.8875631158925007,0.8047703470133101,0.0001010894775390625,88.42292327056906,80.17474517610067,148,STARLINK-200,3,49,200
VCG,1.0,0.6618288920107664,1.2874603271484375e-05,99.6243779031469,65.93429164490159,146,STARLINK-200,3,49,200
HoldBack,0.9127390189961537,0.5453803782250761,1.4066696166992188e-05,90.93105695542039,54.33318090125617,146,STARLINK-200,3,49,200
LIA,0.9406634223659247,0.7325784101362631,0.00010013580322265625,94.01854722991405,73.22061878389735,78,STARLINK-200,3,50,200
VCG,1.0,0.6393850749141038,1.3113021850585938e-05,99.94919010823423,63.906020404957346,78,STARLINK-200,3,50,200
HoldBack,0.8708163923855462,0.553929035282857,1.4066696166992188e-05,87.03739315190965,55.36475845395706,78,STARLINK-200,3,50,200
LIA,0.9174476286862616,0.8440778136270274,0.00010013580322265625,91.54702529593219,84.22585719306872,195,STARLINK-200,3,51,200
VCG,1.0,0.5550790621716495,1.3113021850585938e-05,99.78446990704295,55.38826997529658,195,STARLINK-200,3,51,200
HoldBack,0.8781549954183575,0.5404602025485403,1.3828277587890625e-05,87.62623071404253,53.92953481715916,195,STARLINK-200,3,51,200
LIA,0.9651548726981691,0.7619618790530541,0.00010132789611816406,96.03124991092601,75.81389650490382,134,STARLINK-200,3,52,200
VCG,1.0,0.6363000847974362,1.3113021850585938e-05,99.49828014903227,63.310764096028294,134,STARLINK-200,3,52,200
HoldBack,0.9204029722870394,0.6191397049261633,1.4066696166992188e-05,91.57851278661782,61.60333581213257,134,STARLINK-200,3,52,200
LIA,0.9657057647605782,0.7051035832886574,0.00010013580322265625,95.97970099962873,70.0789345651163,29,STARLINK-200,3,53,200
VCG,1.0,0.6702234657084588,1.3589859008789062e-05,99.38814129728678,66.61226451058954,29,STARLINK-200,3,53,200
HoldBack,0.8079102828534795,0.5016450098979903,1.430511474609375e-05,80.29670134777255,49.85756512482029,29,STARLINK-200,3,53,200
LIA,0.944261514989832,0.8120658474660887,0.00010180473327636719,93.35849850798517,80.28840210634331,49,STARLINK-200,3,54,200
VCG,1.0,0.7795947987704642,1.3113021850585938e-05,98.86932489141049,77.0780114432908,126,STARLINK-200,3,54,200
HoldBack,0.9228561612054129,0.5528651693062696,1.3828277587890625e-05,91.24216563025786,54.661406045286235,126,STARLINK-200,3,54,200
LIA,0.9201015518793606,0.7231566639164416,9.989738464355469e-05,91.97698166436845,72.28959355806998,184,STARLINK-200,3,55,200
VCG,1.0,0.6581977648436566,1.3113021850585938e-05,99.96394580196083,65.79604569180304,184,STARLINK-200,3,55,200
HoldBack,0.8911621498082389,0.7092980218236887,1.3828277587890625e-05,89.0840848441897,70.90422901102126,184,STARLINK-200,3,55,200
LIA,0.9565631958480393,0.7252952290364248,9.989738464355469e-05,95.58470814226017,72.47522493582724,53,STARLINK-200,3,56,200
VCG,1.0,0.7523425201874607,1.4066696166992188e-05,99.9251367365433,75.1779292024476,53,STARLINK-200,3,56,200
HoldBack,0.9087055440134166,0.611751634391857,1.52587890625e-05,90.80252573879562,61.12936571541015,53,STARLINK-200,3,56,200
LIA,0.9699103221951667,0.8031553517999112,9.918212890625e-05,96.7891299420457,80.14834560485144,83,STARLINK-200,3,57,200
VCG,1.0,0.782000439031292,1.3113021850585938e-05,99.79183407697528,78.03725805993251,83,STARLINK-200,3,57,200
HoldBack,0.920956976077639,0.638458702700254,1.3113021850585938e-05,91.90398574877264,63.71296492486463,83,STARLINK-200,3,57,200
LIA,0.9147823176107422,0.8423964166866907,0.00010013580322265625,91.11022131087034,83.90075155395337,25,STARLINK-200,3,58,200
VCG,1.0,0.6308257885200255,1.2874603271484375e-05,99.59770707946666,62.82880210319108,25,STARLINK-200,3,58,200
HoldBack,0.8121061406966698,0.7158671815545476,1.3113021850585938e-05,80.88390951854305,71.29872985627321,25,STARLINK-200,3,58,200
LIA,0.9318019567853508,0.8434405283428082,9.918212890625e-05,92.83564587546464,84.0321761894359,14,STARLINK-200,3,59,200
VCG,1.0,0.7149063669998975,1.3113021850585938e-05,99.63023279725756,71.22628777244144,14,STARLINK-200,3,59,200
HoldBack,0.911657126566253,0.719552652990424,1.2874603271484375e-05,90.82861175107469,71.68919832732024,14,STARLINK-200,3,59,200
LIA,0.8594002016270348,0.7912255201585934,9.989738464355469e-05,85.91365833084697,79.09828142099154,48,STARLINK-200,3,60,200
VCG,1.0,0.6536946901522329,1.3113021850585938e-05,99.96932531339114,65.34941713546499,48,STARLINK-200,3,60,200
HoldBack,0.8270141914155634,0.6657480759109425,1.3113021850585938e-05,82.67605074041359,66.55438597750523,48,STARLINK-200,3,60,200
LIA,0.9700542783443045,0.8277404155120205,0.00010085105895996094,96.81085111455216,82.60801062019486,58,STARLINK-200,3,61,200
VCG,1.0,0.66370734179074,1.3113021850585938e-05,99.79941666747722,66.23760554863777,58,STARLINK-200,3,61,200
HoldBack,0.881670410575804,0.5911914938955142,1.3828277587890625e-05,87.99019266844037,59.000566229546735,58,STARLINK-200,3,61,200
LIA,0.9448390529862677,0.7770160831460567,9.918212890625e-05,94.1601192818388,77.43533339535156,194,STARLINK-200,3,62,200
VCG,1.0,0.6486056574879967,1.3113021850585938e-05,99.65731092955504,64.63829567894976,194,STARLINK-200,3,62,200
HoldBack,0.8338685852138256,0.739169769998088,1.3828277587890625e-05,83.10110087104238,73.66367159842714,194,STARLINK-200,3,62,200
LIA,0.8512729922158814,0.8060876472334679,9.894371032714844e-05,84.37879676552238,79.89999257942154,72,STARLINK-200,3,63,200
VCG,1.0,0.7784913507319189,1.3113021850585938e-05,99.1207257097193,77.16462764328742,65,STARLINK-200,3,63,200
HoldBack,0.8813081440278138,0.5120262636894063,1.4066696166992188e-05,87.35590280992271,50.752414839330044,65,STARLINK-200,3,63,200
LIA,0.9550827750497358,0.720765315496074,0.00010204315185546875,95.07220892800204,71.74744687373473,183,STARLINK-200,3,64,200
VCG,1.0,0.6277655291244082,1.3113021850585938e-05,99.54342326302678,62.48992977556893,183,STARLINK-200,3,64,200
HoldBack,0.8213200550723807,0.661502416331997,1.3828277587890625e-05,81.75700987648246,65.84821501845094,183,STARLINK-200,3,64,200
LIA,0.8803462558868098,0.6617540399791102,0.00010013580322265625,87.66778522867806,65.89965103294296,27,STARLINK-200,3,65,200
VCG,1.0,0.601917692232915,1.3113021850585938e-05,99.5832999146076,59.94095006953884,27,STARLINK-200,3,65,200
HoldBack,0.8307890289508449,0.649170355525121,1.2874603271484375e-05,82.7327130357776,64.64652620993057,27,STARLINK-200,3,65,200
LIA,0.8550398446286603,0.6802197430950293,0.0001049041748046875,85.26456665253538,67.83150748803426,79,STARLINK-200,3,66,200
VCG,1.0,0.5692611026309446,1.3113021850585938e-05,99.71999221809993,56.766712724424785,79,STARLINK-200,3,66,200
HoldBack,0.9079254708531473,0.5731444736813702,1.3828277587890625e-05,90.53832088809057,57.15396245535322,79,STARLINK-200,3,66,200
LIA,0.9278098544853901,0.7590543465441234,9.918212890625e-05,90.86231055267625,74.33573962232249,15,STARLINK-200,3,67,200
VCG,1.0,0.7444334467241303,1.4066696166992188e-05,97.9320386751799,72.903885095685,17,STARLINK-200,3,67,200
HoldBack,0.8738179938462841,0.5977659099937872,1.4066696166992188e-05,85.5747775684224,58.54043421621567,17,STARLINK-200,3,67,200
LIA,0.9751519704368121,0.6575295186797003,0.0001010894775390625,97.32108982273539,65.62206844525225,168,STARLINK-200,3,68,200
VCG,1.0,0.7791163219773145,1.2874603271484375e-05,99.80094669668885,77.75654652017823,168,STARLINK-200,3,68,200
HoldBack,0.9334734675878272,0.5672065678997165,1.3828277587890625e-05,93.16153578150606,56.60775244897143,168,STARLINK-200,3,68,200
LIA,0.8560655425395491,0.6508106739091843,0.00010013580322265625,85.58933920817401,65.06797991690003,72,STARLINK-200,3,69,200
VCG,1.0,0.6602515440045236,1.2636184692382812e-05,99.97989050496084,66.0118770753036,72,STARLINK-200,3,69,200
HoldBack,0.9044274838643732,0.5619172631681875,1.4066696166992188e-05,90.42456080643727,56.18042644440264,72,STARLINK-200,3,69,200
LIA,0.9666683031313662,0.7812478478777453,9.918212890625e-05,96.58226317578483,78.05643880617644,174,STARLINK-200,3,70,200
VCG,1.0,0.6210721738048722,1.2874603271484375e-05,99.91251690256333,62.05288406299105,174,STARLINK-200,3,70,200
HoldBack,0.9079611460494978,0.5824106444214084,1.3113021850585938e-05,90.71668335154122,58.19011335498677,174,STARLINK-200,3,70,200
LIA,0.8622401216289496,0.8030199445937471,9.894371032714844e-05,86.03640235860979,80.12727002836854,24,STARLINK-200,3,71,200
VCG,1.0,0.7034202675659036,1.2874603271484375e-05,99.7824158264281,70.1889736389983,24,STARLINK-200,3,71,200
HoldBack,0.8012865877495651,0.5928291034200371,1.4066696166992188e-05,79.95431149496677,59.1539201114667,24,STARLINK-200,3,71,200
LIA,0.9795571667325998,0.8142034337790236,0.00010013580322265625,97.41265622572513,80.96895401937485,45,STARLINK-200,3,72,200
VCG,1.0,0.6373579524237738,1.2636184692382812e-05,99.44560617187226,63.3824479272455,59,STARLINK-200,3,72,200
HoldBack,0.8465994934263644,0.6309299253908636,1.4066696166992188e-05,84.19059980858479,62.743208882468565,59,STARLINK-200,3,72,200
LIA,0.8856375338374716,0.8257563204229627,0.00010013580322265625,88.39815003464804,82.42122574516331,65,STARLINK-200,3,73,200
VCG,1.0,0.6878003149339721,1.3113021850585938e-05,99.81301227333765,68.65142127611006,65,STARLINK-200,3,73,200
HoldBack,0.9452297147091505,0.538484151973067,1.3113021850585938e-05,94.34622511538788,53.74772526988555,65,STARLINK-200,3,73,200
LIA,0.8539103340793777,0.8383980801398587,9.918212890625e-05,85.06898381880522,83.52360882249857,41,STARLINK-200,3,74,200
VCG,1.0,0.5502077753328782,1.3113021850585938e-05,99.62285315415494,54.8132684062616,41,STARLINK-200,3,74,200
HoldBack,0.823085295106437,0.7495404866098883,1.3828277587890625e-05,81.99810548773286,74.67136183063073,41,STARLINK-200,3,74,200
LIA,0.8677584134855244,0.7516243261021425,9.870529174804688e-05,86.66441539415794,75.06591904540115,147,STARLINK-200,3,75,200
VCG,1.0,0.5924435129578827,1.3113021850585938e-05,99.87159334595566,59.16827760657907,147,STARLINK-200,3,75,200
HoldBack,0.8271021130080658,0.5815020637270552,1.4066696166992188e-05,82.6040058859222,58.07553763838244,147,STARLINK-200,3,75,200
LIA,0.9090260658763513,0.7011487864698664,9.894371032714844e-05,90.13798028126966,69.525108092614,105,STARLINK-200,3,76,200
VCG,1.0,0.6980174406700891,1.2874603271484375e-05,99.1588510659171,69.21460744081799,105,STARLINK-200,3,76,200
HoldBack,0.9329837530867787,0.7155420690951881,1.3113021850585938e-05,92.51359701925227,70.95232946080793,105,STARLINK-200,3,76,200
LIA,0.9489306397763382,0.8451312545273608,0.00010704994201660156,94.64891958179359,84.2956869478619,36,STARLINK-200,3,77,200
VCG,1.0,0.7880399397202524,1.4066696166992188e-05,99.74271628967765,78.60124413245181,36,STARLINK-200,3,77,200
HoldBack,0.8521888023425311,0.5482014880973234,1.3828277587890625e-05,84.99962593729127,54.67910549687042,36,STARLINK-200,3,77,200
LIA,0.9762235213769028,0.8155580032709308,9.584426879882812e-05,97.07409920674435,81.09777810589209,130,STARLINK-200,3,78,200
VCG,1.0,0.7203413871044859,1.3113021850585938e-05,99.43839405736439,71.62959070672433,130,STARLINK-200,3,78,200
HoldBack,0.8562931949108236,0.6972581707486012,1.2874603271484375e-05,85.14842014418201,69.33423274261646,130,STARLINK-200,3,78,200
LIA,0.883738390936944,0.7709240343058221,9.894371032714844e-05,87.01054931978645,75.90314554249305,112,STARLINK-200,3,79,200
VCG,1.0,0.7239117344521974,1.1920928955078125e-05,98.45736047241019,71.27443858916767,138,STARLINK-200,3,79,200
HoldBack,0.8781193697952011,0.6815974140835144,1.2874603271484375e-05,86.45731532973178,67.1082822954832,138,STARLINK-200,3,79,200
LIA,0.9202178462617732,0.7268025489797717,9.608268737792969e-05,91.9610324754062,72.63227189241407,53,STARLINK-200,3,80,200
VCG,1.0,0.7851349857761121,1.2159347534179688e-05,99.93398068618436,78.46166450459761,53,STARLINK-200,3,80,200
HoldBack,0.8739058467884776,0.703754188126747,1.5020370483398438e-05,87.3328900145033,70.32895744407968,53,STARLINK-200,3,80,200
LIA,0.9385453635498875,0.672415233700655,9.608268737792969e-05,93.32594573505665,66.86281776984896,126,STARLINK-200,3,81,200
VCG,1.0,0.6327446539647941,1.4066696166992188e-05,99.4367980062969,62.918102345861456,126,STARLINK-200,3,81,200
HoldBack,0.8049723953067914,0.6896530008022803,1.3828277587890625e-05,80.0438774727664,68.57688613521286,126,STARLINK-200,3,81,200
LIA,0.9745236728940193,0.788265701097281,9.989738464355469e-05,97.36221849227698,78.75365119893577,20,STARLINK-200,3,82,200
VCG,1.0,0.7534806131570517,1.2159347534179688e-05,99.90749450256325,75.27836021677614,20,STARLINK-200,3,82,200
HoldBack,0.8024922881945107,0.5573661875277238,1.3113021850585938e-05,80.17499387114248,55.685059316340705,20,STARLINK-200,3,82,200
LIA,0.9753629677255208,0.7312929960364624,9.799003601074219e-05,96.80821099341465,72.5834063839779,72,STARLINK-200,3,83,200
VCG,1.0,0.6725616209667507,1.2159347534179688e-05,99.25352324905745,66.75411048304716,72,STARLINK-200,3,83,200
HoldBack,0.9073487721985791,0.7286853021471733,1.3113021850585938e-05,90.05756245641541,72.32458357791091,72,STARLINK-200,3,83,200
LIA,0.890456589972506,0.7160123778730006,9.608268737792969e-05,88.89511508415929,71.4801860634983,116,STARLINK-200,3,84,200
VCG,1.0,0.6901422559358387,1.1920928955078125e-05,99.83093626934026,68.89754756910942,116,STARLINK-200,3,84,200
HoldBack,0.9195101092815456,0.742846535200691,1.3113021850585938e-05,91.79555511870008,74.15906511352041,116,STARLINK-200,3,84,200
LIA,0.9731390451157126,0.8345327662448874,9.489059448242188e-05,96.979544797834,83.16654048105013,72,STARLINK-200,3,85,200
VCG,1.0,0.6417303610410611,1.3113021850585938e-05,99.6564111619861,63.95254471503777,116,STARLINK-200,3,85,200
HoldBack,0.8716895948393258,0.6998115709036925,1.3589859008789062e-05,86.86945666893293,69.74070964589377,116,STARLINK-200,3,85,200
LIA,0.9793249231123872,0.7867061502139979,9.512901306152344e-05,97.62379595704431,78.4226346885583,78,STARLINK-200,3,86,200
VCG,1.0,0.7679931253184152,1.2159347534179688e-05,99.68478658419788,76.55723079549736,78,STARLINK-200,3,86,200
HoldBack,0.8658810785095679,0.5465352617025186,1.2874603271484375e-05,86.31517051852136,54.481250923554306,78,STARLINK-200,3,86,200
LIA,0.9312305548431755,0.7568711913746012,9.989738464355469e-05,93.06192703985884,75.6374361042481,129,STARLINK-200,3,87,200
VCG,1.0,0.6093549091524861,1.1920928955078125e-05,99.93435734669488,60.89549124220734,129,STARLINK-200,3,87,200
HoldBack,0.8953449117663826,0.5735184297461217,1.2636184692382812e-05,89.47571836100668,57.314195703164245,129,STARLINK-200,3,87,200
LIA,0.948241191135448,0.8074685397466647,0.00010228157043457031,94.75769570518455,80.69029155884331,35,STARLINK-200,3,88,200
VCG,1.0,0.6504507829834824,1.1920928955078125e-05,99.92995093549911,64.99951482949636,139,STARLINK-200,3,88,200
HoldBack,0.8168496604355162,0.5148334258780072,1.3113021850585938e-05,81.62774648900024,51.44727898794417,139,STARLINK-200,3,88,200
LIA,0.9225880976753635,0.7014018353382726,9.608268737792969e-05,91.47769063630109,69.54633412947581,59,STARLINK-200,3,89,200
VCG,1.0,0.6046749213502453,1.5020370483398438e-05,99.15333924944031,59.9555376122695,59,STARLINK-200,3,89,200
HoldBack,0.8139639015452299,0.5212643136666593,1.3113021850585938e-05,80.70723886671222,51.68509733161693,59,STARLINK-200,3,89,200
LIA,0.8508537510172846,0.8160620983308023,0.00010895729064941406,84.95242480991432,81.47869591663829,157,STARLINK-200,3,90,200
VCG,1.0,0.7940880614456575,1.430511474609375e-05,99.8437448366947,79.28472578484576,154,STARLINK-200,3,90,200
HoldBack,0.9025792005277676,0.6389703609991992,1.4066696166992188e-05,90.11688739240233,63.79719368181475,154,STARLINK-200,3,90,200
LIA,0.9696198681949049,0.6741412591484293,0.00010085105895996094,96.66676659742501,67.20887008340064,188,STARLINK-200,3,91,200
VCG,1.0,0.7418582562107322,1.3113021850585938e-05,99.69552993729896,73.95995199128946,188,STARLINK-200,3,91,200
